;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;
fcs_orders;13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];15[2|0|0|0];13[0|2|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;
fcs_pages;15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];15[0|0|0|0];
fcs_payments;13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];
fcs_pickup_days;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];
fcs_product;9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[2|2|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];9[0|0|0|0];13[5|1|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];12[0|1|0|0];12[0|0|0|0];13[1|0|0|0];13[0|0|0|0];16[3|0|0|0];16[3|3|0|0];16[1|1|0|0];16[1|1|0|0];17[1|0|0|0];16[0|1|0|0];16[0|0|0|0];17[1|0|0|0];17[0|0|0|0];17[0|0|0|0];17[0|0|0|0];17[0|0|0|0];17[0|0|0|0];17[0|0|0|0];17[0|0|0|0];19[2|0|0|0];19[1|1|0|0];19[0|0|1|0];19[0|0|0|0];
fcs_product_attribute;5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];
fcs_product_attribute_combination;2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];2[0|0|0|0];
fcs_product_attribute_shop;5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;
fcs_product_lang;8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];6[0|2|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;
fcs_product_shop;5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[2|2|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];5[0|0|0|0];0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;
fcs_sliders;4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];
fcs_stock_available;4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];6[2|0|0|0];6[1|1|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];
fcs_sync_domains;3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];3[0|0|0|0];
fcs_sync_products;6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];
fcs_tax;4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];
fcs_timebased_currency_order_detail;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;3[0|0|0|0];4[2|1|0|0];6[2|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|3|0];6[1|1|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];6[0|0|0|0];
fcs_timebased_currency_orders;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;3[0|0|0|0];4[2|1|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|3|0];4[1|1|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];4[0|0|0|0];0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;
fcs_timebased_currency_payments;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;11[0|0|0|0];12[3|2|0|0];12[0|0|1|0];12[1|1|0|0];12[0|0|0|0];13[1|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];13[0|0|0|0];
fcs_units;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;7[0|0|0|0];7[0|0|0|0];7[0|0|0|0];7[0|0|0|0];7[0|0|2|0];7[0|0|2|0];7[0|0|0|0];8[1|0|0|0];8[0|0|0|0];8[0|0|2|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];8[0|0|0|0];
i18n;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;6[0|0|0|0];0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;0|-|-|-|-;
